park,year,month,month_number,visitors,total
Grand Canyon,1979,JAN,1,37002,2131716
Grand Canyon,1979,FEB,2,46043,2131716
Grand Canyon,1979,MAR,3,91927,2131716
Grand Canyon,1979,APR,4,123643,2131716
Grand Canyon,1979,MAY,5,205048,2131716
Grand Canyon,1979,JUN,6,297877,2131716
Grand Canyon,1979,JUL,7,338935,2131716
Grand Canyon,1979,AUG,8,350694,2131716
Grand Canyon,1979,SEP,9,294206,2131716
Grand Canyon,1979,OCT,10,187335,2131716
Grand Canyon,1979,NOV,11,98410,2131716
Grand Canyon,1979,DEC,12,60596,2131716
Saguaro,1979,JAN,1,54216,566486
Saguaro,1979,FEB,2,66330,566486
Saguaro,1979,MAR,3,79243,566486
Saguaro,1979,APR,4,65985,566486
Saguaro,1979,MAY,5,47707,566486
Saguaro,1979,JUN,6,35501,566486
Saguaro,1979,JUL,7,31567,566486
Saguaro,1979,AUG,8,34123,566486
Saguaro,1979,SEP,9,32988,566486
Saguaro,1979,OCT,10,33580,566486
Saguaro,1979,NOV,11,38193,566486
Saguaro,1979,DEC,12,47053,566486
Yellowstone,1979,JAN,1,23605,1892908
Yellowstone,1979,FEB,2,31992,1892908
Yellowstone,1979,MAR,3,17813,1892908
Yellowstone,1979,APR,4,34095,1892908
Yellowstone,1979,MAY,5,108952,1892908
Yellowstone,1979,JUN,6,313924,1892908
Yellowstone,1979,JUL,7,493902,1892908
Yellowstone,1979,AUG,8,493915,1892908
Yellowstone,1979,SEP,9,262786,1892908
Yellowstone,1979,OCT,10,76542,1892908
Yellowstone,1979,NOV,11,12698,1892908
Yellowstone,1979,DEC,12,22684,1892908
Zion,1979,JAN,1,8994,1040528
Zion,1979,FEB,2,12106,1040528
Zion,1979,MAR,3,23079,1040528
Zion,1979,APR,4,63306,1040528
Zion,1979,MAY,5,122964,1040528
Zion,1979,JUN,6,156734,1040528
Zion,1979,JUL,7,168614,1040528
Zion,1979,AUG,8,187461,1040528
Zion,1979,SEP,9,173883,1040528
Zion,1979,OCT,10,77131,1040528
Zion,1979,NOV,11,29139,1040528
Zion,1979,DEC,12,17117,1040528
Grand Canyon,1980,JAN,1,55634,2304973
Grand Canyon,1980,FEB,2,40800,2304973
Grand Canyon,1980,MAR,3,111283,2304973
Grand Canyon,1980,APR,4,135657,2304973
Grand Canyon,1980,MAY,5,300940,2304973
Grand Canyon,1980,JUN,6,231093,2304973
Grand Canyon,1980,JUL,7,382961,2304973
Grand Canyon,1980,AUG,8,379099,2304973
Grand Canyon,1980,SEP,9,264391,2304973
Grand Canyon,1980,OCT,10,194043,2304973
Grand Canyon,1980,NOV,11,119440,2304973
Grand Canyon,1980,DEC,12,89632,2304973
Saguaro,1980,JAN,1,54158,611317
Saguaro,1980,FEB,2,59758,611317
Saguaro,1980,MAR,3,107272,611317
Saguaro,1980,APR,4,64594,611317
Saguaro,1980,MAY,5,57424,611317
Saguaro,1980,JUN,6,38456,611317
Saguaro,1980,JUL,7,36438,611317
Saguaro,1980,AUG,8,38694,611317
Saguaro,1980,SEP,9,35032,611317
Saguaro,1980,OCT,10,40113,611317
Saguaro,1980,NOV,11,40028,611317
Saguaro,1980,DEC,12,39350,611317
Yellowstone,1980,JAN,1,24757,2000269
Yellowstone,1980,FEB,2,36373,2000269
Yellowstone,1980,MAR,3,28112,2000269
Yellowstone,1980,APR,4,32466,2000269
Yellowstone,1980,MAY,5,101988,2000269
Yellowstone,1980,JUN,6,325211,2000269
Yellowstone,1980,JUL,7,557810,2000269
Yellowstone,1980,AUG,8,523549,2000269
Yellowstone,1980,SEP,9,229396,2000269
Yellowstone,1980,OCT,10,93240,2000269
Yellowstone,1980,NOV,11,25773,2000269
Yellowstone,1980,DEC,12,21594,2000269
Zion,1980,JAN,1,15637,1123846
Zion,1980,FEB,2,17832,1123846
Zion,1980,MAR,3,32537,1123846
Zion,1980,APR,4,58225,1123846
Zion,1980,MAY,5,134747,1123846
Zion,1980,JUN,6,175129,1123846
Zion,1980,JUL,7,212492,1123846
Zion,1980,AUG,8,212223,1123846
Zion,1980,SEP,9,136648,1123846
Zion,1980,OCT,10,75312,1123846
Zion,1980,NOV,11,32542,1123846
Zion,1980,DEC,12,20522,1123846
Grand Canyon,1981,JAN,1,87337,2472270
Grand Canyon,1981,FEB,2,88570,2472270
Grand Canyon,1981,MAR,3,119264,2472270
Grand Canyon,1981,APR,4,205490,2472270
Grand Canyon,1981,MAY,5,244709,2472270
Grand Canyon,1981,JUN,6,364113,2472270
Grand Canyon,1981,JUL,7,398756,2472270
Grand Canyon,1981,AUG,8,378831,2472270
Grand Canyon,1981,SEP,9,247606,2472270
Grand Canyon,1981,OCT,10,185318,2472270
Grand Canyon,1981,NOV,11,83734,2472270
Grand Canyon,1981,DEC,12,68542,2472270
Saguaro,1981,JAN,1,48937,470598
Saguaro,1981,FEB,2,54169,470598
Saguaro,1981,MAR,3,57617,470598
Saguaro,1981,APR,4,54792,470598
Saguaro,1981,MAY,5,35940,470598
Saguaro,1981,JUN,6,25380,470598
Saguaro,1981,JUL,7,26922,470598
Saguaro,1981,AUG,8,25376,470598
Saguaro,1981,SEP,9,26139,470598
Saguaro,1981,OCT,10,40387,470598
Saguaro,1981,NOV,11,36664,470598
Saguaro,1981,DEC,12,38275,470598
Yellowstone,1981,JAN,1,24924,2521831
Yellowstone,1981,FEB,2,28590,2521831
Yellowstone,1981,MAR,3,19305,2521831
Yellowstone,1981,APR,4,21342,2521831
Yellowstone,1981,MAY,5,158762,2521831
Yellowstone,1981,JUN,6,421817,2521831
Yellowstone,1981,JUL,7,701758,2521831
Yellowstone,1981,AUG,8,651977,2521831
Yellowstone,1981,SEP,9,346906,2521831
Yellowstone,1981,OCT,10,91385,2521831
Yellowstone,1981,NOV,11,30202,2521831
Yellowstone,1981,DEC,12,24863,2521831
Zion,1981,JAN,1,24349,1288808
Zion,1981,FEB,2,22594,1288808
Zion,1981,MAR,3,35058,1288808
Zion,1981,APR,4,63036,1288808
Zion,1981,MAY,5,132198,1288808
Zion,1981,JUN,6,221905,1288808
Zion,1981,JUL,7,233041,1288808
Zion,1981,AUG,8,262514,1288808
Zion,1981,SEP,9,150219,1288808
Zion,1981,OCT,10,86905,1288808
Zion,1981,NOV,11,34820,1288808
Zion,1981,DEC,12,22169,1288808
Grand Canyon,1982,JAN,1,44969,2293127
Grand Canyon,1982,FEB,2,58210,2293127
Grand Canyon,1982,MAR,3,106235,2293127
Grand Canyon,1982,APR,4,167891,2293127
Grand Canyon,1982,MAY,5,212009,2293127
Grand Canyon,1982,JUN,6,372127,2293127
Grand Canyon,1982,JUL,7,369983,2293127
Grand Canyon,1982,AUG,8,364548,2293127
Grand Canyon,1982,SEP,9,254192,2293127
Grand Canyon,1982,OCT,10,188615,2293127
Grand Canyon,1982,NOV,11,90586,2293127
Grand Canyon,1982,DEC,12,63762,2293127
Saguaro,1982,JAN,1,61284,566807
Saguaro,1982,FEB,2,65354,566807
Saguaro,1982,MAR,3,75288,566807
Saguaro,1982,APR,4,66487,566807
Saguaro,1982,MAY,5,53636,566807
Saguaro,1982,JUN,6,33627,566807
Saguaro,1982,JUL,7,34859,566807
Saguaro,1982,AUG,8,30639,566807
Saguaro,1982,SEP,9,27691,566807
Saguaro,1982,OCT,10,38687,566807
Saguaro,1982,NOV,11,38731,566807
Saguaro,1982,DEC,12,40524,566807
Yellowstone,1982,JAN,1,22523,2368897
Yellowstone,1982,FEB,2,32204,2368897
Yellowstone,1982,MAR,3,25325,2368897
Yellowstone,1982,APR,4,28584,2368897
Yellowstone,1982,MAY,5,148257,2368897
Yellowstone,1982,JUN,6,413052,2368897
Yellowstone,1982,JUL,7,688061,2368897
Yellowstone,1982,AUG,8,626834,2368897
Yellowstone,1982,SEP,9,281287,2368897
Yellowstone,1982,OCT,10,74181,2368897
Yellowstone,1982,NOV,11,16673,2368897
Yellowstone,1982,DEC,12,11916,2368897
Zion,1982,JAN,1,15445,1246290
Zion,1982,FEB,2,20958,1246290
Zion,1982,MAR,3,38731,1246290
Zion,1982,APR,4,72295,1246290
Zion,1982,MAY,5,146438,1246290
Zion,1982,JUN,6,221168,1246290
Zion,1982,JUL,7,252010,1246290
Zion,1982,AUG,8,196725,1246290
Zion,1982,SEP,9,140672,1246290
Zion,1982,OCT,10,85304,1246290
Zion,1982,NOV,11,32936,1246290
Zion,1982,DEC,12,23608,1246290
Grand Canyon,1983,JAN,1,49146,2248082
Grand Canyon,1983,FEB,2,65862,2248082
Grand Canyon,1983,MAR,3,118768,2248082
Grand Canyon,1983,APR,4,141134,2248082
Grand Canyon,1983,MAY,5,233043,2248082
Grand Canyon,1983,JUN,6,364817,2248082
Grand Canyon,1983,JUL,7,400961,2248082
Grand Canyon,1983,AUG,8,305589,2248082
Grand Canyon,1983,SEP,9,226922,2248082
Grand Canyon,1983,OCT,10,181782,2248082
Grand Canyon,1983,NOV,11,94483,2248082
Grand Canyon,1983,DEC,12,65575,2248082
Saguaro,1983,JAN,1,60487,634688
Saguaro,1983,FEB,2,70577,634688
Saguaro,1983,MAR,3,95435,634688
Saguaro,1983,APR,4,77953,634688
Saguaro,1983,MAY,5,54243,634688
Saguaro,1983,JUN,6,38575,634688
Saguaro,1983,JUL,7,33404,634688
Saguaro,1983,AUG,8,29793,634688
Saguaro,1983,SEP,9,32000,634688
Saguaro,1983,OCT,10,40762,634688
Saguaro,1983,NOV,11,44856,634688
Saguaro,1983,DEC,12,56603,634688
Yellowstone,1983,JAN,1,18329,2347242
Yellowstone,1983,FEB,2,25647,2347242
Yellowstone,1983,MAR,3,15671,2347242
Yellowstone,1983,APR,4,17935,2347242
Yellowstone,1983,MAY,5,123437,2347242
Yellowstone,1983,JUN,6,396890,2347242
Yellowstone,1983,JUL,7,704745,2347242
Yellowstone,1983,AUG,8,604247,2347242
Yellowstone,1983,SEP,9,314919,2347242
Yellowstone,1983,OCT,10,103385,2347242
Yellowstone,1983,NOV,11,11955,2347242
Yellowstone,1983,DEC,12,10082,2347242
Zion,1983,JAN,1,18578,1273030
Zion,1983,FEB,2,24133,1273030
Zion,1983,MAR,3,36086,1273030
Zion,1983,APR,4,75772,1273030
Zion,1983,MAY,5,183803,1273030
Zion,1983,JUN,6,201746,1273030
Zion,1983,JUL,7,227243,1273030
Zion,1983,AUG,8,202119,1273030
Zion,1983,SEP,9,154567,1273030
Zion,1983,OCT,10,90204,1273030
Zion,1983,NOV,11,37866,1273030
Zion,1983,DEC,12,20913,1273030
Grand Canyon,1984,JAN,1,60598,2173584
Grand Canyon,1984,FEB,2,72688,2173584
Grand Canyon,1984,MAR,3,123699,2173584
Grand Canyon,1984,APR,4,169412,2173584
Grand Canyon,1984,MAY,5,249813,2173584
Grand Canyon,1984,JUN,6,332759,2173584
Grand Canyon,1984,JUL,7,369741,2173584
Grand Canyon,1984,AUG,8,260758,2173584
